Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
89,426,132,0.309859,0.0480063,0.619718,147,0.628158,2.02724,1,1.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,165.0,7.0
214,1440,276,0.191667,0.0183681,0.383333,582,0.861087,4.49263,1,99.0,8.0
28,82,12,0.146341,0.0107079,0.292683,35,0.653146,4.46316,1,2.0,1.0
69,234,82,0.350427,0.0613997,0.700855,76,0.4649,1.32667,1,133.0,4.0
4,6,0,0.0,0.0,0.0,4,0.741303,2.22391,1,2.0,1.0
253,1581,555,0.351044,0.0616158,0.702087,513,0.633858,1.80564,1,102.0,1.0
345,3050,1190,0.390164,0.0761139,0.780328,930,0.773657,1.9829,1,62.0,10.0
176,1407,609,0.432836,0.0936734,0.865672,399,0.720087,1.66365,1,115.0,9.0
10,42,24,0.571429,0.163265,1.14286,9,0.554443,0.970276,1,184.0,2.0
133,613,175,0.285481,0.0407498,0.570962,219,0.590723,2.06922,1,46.0,4.0
45,168,76,0.452381,0.102324,0.904762,46,0.459362,1.01543,1,257.0,4.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,193.0,2.0
2,2,0,0.0,0.0,0.0,45,0.55891,2.4936,1,3.0,2.0
2,2,0,0.0,0.0,0.0,64,0.475425,2.3195,1,34.0,19.0
44,170,82,0.482353,0.116332,0.964706,44,0.44834,0.929486,1,29.0,27.0
2,2,0,0.0,0.0,0.0,34,0.476892,1.04582,1,999.0,1.0
481,3787,973,0.256932,0.0330069,0.513863,1407,0.817472,3.18167,1,37.0,16.0
47,231,133,0.575758,0.165748,1.15152,49,0.441085,0.766095,1,400.0,2.0
80,357,149,0.417367,0.0870976,0.834734,104,0.509271,1.2202,1,1.0,1.0
130,781,127,0.162612,0.0132213,0.325224,327,0.869578,5.34756,1,1.0,1.0
133,554,144,0.259928,0.0337812,0.519856,205,0.561818,2.16144,1,1.0,1.0
72,497,257,0.517103,0.133698,1.03421,120,0.618118,1.19535,1,1.0,1.0
50,210,102,0.485714,0.117959,0.971429,54,0.465072,0.957502,1,2.0,1.0
43,124,32,0.258065,0.0332986,0.516129,46,0.511014,1.98018,1,308.0,1.0
102,477,165,0.345912,0.0598275,0.691824,156,0.570992,1.65069,1,66.0,3.0
56,282,138,0.489362,0.119737,0.978723,72,0.524728,1.07227,1,3.0,1.0
226,1411,463,0.328136,0.0538366,0.656272,474,0.665924,2.02941,1,2.0,1.0
29,71,9,0.126761,0.00803412,0.253521,31,0.577426,4.55525,1,30.0,17.0
68,232,76,0.327586,0.0536564,0.655172,78,0.484914,1.48026,1,504.0,2.0
207,1761,793,0.450312,0.101391,0.900625,484,0.720375,1.59972,1,161.0,3.0
142,635,205,0.322835,0.0521111,0.645669,215,0.540209,1.67333,1,174.0,4.0
473,4391,1443,0.328627,0.0539978,0.657253,1474,0.855518,2.60331,1,134.0,5.0
151,969,217,0.223942,0.0250751,0.447884,376,0.833823,3.72339,1,113.0,13.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,146.0,7.0
45,182,84,0.461538,0.106509,0.923077,49,0.481794,1.04389,1,147.0,6.0
2,2,0,0.0,0.0,0.0,1,1.04795,3.14385,1,125.0,7.0
253,1149,203,0.176675,0.0156071,0.353351,473,0.610905,3.45778,1,36.0,14.0
3,4,0,0.0,0.0,0.0,12,0.593122,1.77937,1,38.0,2.0
12,30,8,0.266667,0.0355556,0.533333,11,0.620576,2.32716,1,119.0,8.0
342,2676,1260,0.470852,0.110851,0.941704,708,0.603992,1.28276,1,26.0,21.0
2,2,0,0.0,0.0,0.0,62,0.434799,0.907738,1,454.0,1.0
367,4518,1864,0.412572,0.0851078,0.825144,1327,0.989291,2.39786,1,27.0,9.0
529,5519,2511,0.454974,0.103501,0.909947,1504,0.759809,1.67001,1,31.0,27.0
164,947,245,0.258712,0.0334659,0.517423,351,0.719083,2.77948,1,32.0,8.0
52,205,83,0.404878,0.0819631,0.809756,61,0.50744,1.25332,1,199.0,3.0
127,712,286,0.401685,0.0806756,0.803371,213,0.587967,1.46375,1,283.0,2.0
4,6,0,0.0,0.0,0.0,43,0.490716,1.66298,1,2.0,1.0
83,254,74,0.291339,0.0424391,0.582677,90,0.450899,1.54768,1,1.0,1.0
70,254,88,0.346457,0.0600161,0.692913,83,0.493055,1.42313,1,242.0,5.0
245,1709,561,0.328262,0.053878,0.656524,574,0.724728,2.20777,1,74.0,6.0
132,807,297,0.36803,0.0677229,0.736059,255,0.664569,1.80575,1,109.0,3.0
232,2305,709,0.307592,0.0473065,0.615184,798,1.02289,3.32549,1,49.0,11.0
70,302,114,0.377483,0.0712469,0.754967,94,0.541473,1.43443,1,761.0,1.0
310,4071,793,0.194792,0.018972,0.389585,1639,1.46469,7.51924,1,153.0,2.0
377,2672,998,0.373503,0.0697522,0.747006,837,0.647874,1.73459,1,129.0,2.0
9,26,6,0.230769,0.0266272,0.461538,10,0.785252,3.40276,1,1.0,1.0
748,11572,3350,0.289492,0.0419028,0.578984,4111,1.35256,4.67217,1,429.0,3.0
99,524,248,0.473282,0.111998,0.946565,138,0.512604,1.08308,1,2.0,1.0
4,8,2,0.25,0.03125,0.5,3,0.830482,3.32193,1,324.0,2.0
2,2,0,0.0,0.0,0.0,66,0.435613,1.00493,1,1.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,7.0,2.0
54,278,136,0.489209,0.119663,0.978417,71,0.537967,1.09967,1,85.0,11.0
44,194,108,0.556701,0.154958,1.1134,43,0.427167,0.767318,1,860.0,2.0
60,197,61,0.309645,0.0479399,0.619289,68,0.493942,1.59519,1,8.0,6.0
2,2,0,0.0,0.0,0.0,736,0.981022,2.87364,1,45.0,17.0
338,2312,630,0.272491,0.0371258,0.544983,841,0.739648,2.71439,1,28.0,7.0
73,243,65,0.26749,0.0357754,0.534979,89,0.511056,1.91056,1,25.0,22.0
9,22,6,0.272727,0.0371901,0.545455,8,0.662153,2.42789,1,17.0,13.0
6,11,1,0.0909091,0.00413223,0.181818,5,0.80021,8.80232,1,101.0,2.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,18.0,15.0
1135,15699,5771,0.367603,0.067566,0.735206,4964,1.04235,2.83553,1,94.0,8.0
350,2592,816,0.314815,0.0495542,0.62963,888,0.743238,2.36087,1,3.0,1.0
945,10682,2174,0.20352,0.0207102,0.40704,4254,1.11739,5.49034,1,122.0,5.0
8,19,5,0.263158,0.034626,0.526316,7,0.68426,2.60019,1,3.0,2.0
1216,23114,7558,0.326988,0.0534606,0.653976,7778,1.46576,4.4826,1,73.0,5.0
92,441,115,0.260771,0.0340008,0.521542,163,0.669987,2.56925,1,166.0,4.0
9,18,2,0.111111,0.00617284,0.222222,8,0.708124,6.37312,1,2.0,1.0
98,623,249,0.399679,0.0798716,0.799358,187,0.682831,1.70845,1,7.0,6.0
22,54,12,0.222222,0.0246914,0.444444,21,0.550998,2.47949,1,195.0,4.0
46,186,82,0.44086,0.0971789,0.88172,52,0.498096,1.12983,1,41.0,22.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,97.0,4.0
55,202,92,0.455446,0.103715,0.910891,55,0.433773,0.952415,1,164.0,5.0
2,2,0,0.0,0.0,0.0,3,0.720189,1.58442,1,105.0,4.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,498.0,1.0
2,8,6,0.75,0.28125,1.5,1,0.553655,0.738206,1,1.0,1.0
421,3574,1266,0.354225,0.0627377,0.70845,1154,0.771453,2.17786,1,34.0,19.0
397,4749,1559,0.32828,0.0538838,0.656559,1595,1.09276,3.32874,1,1.0,1.0
168,1237,415,0.335489,0.0562765,0.670978,411,0.791118,2.3581,1,78.0,5.0
140,739,229,0.309878,0.0480123,0.619756,255,0.634944,2.04901,1,1.0,1.0
116,734,340,0.463215,0.107284,0.926431,197,0.592622,1.27937,1,10.0,1.0
10,32,4,0.125,0.0078125,0.25,14,0.93014,7.44112,1,3.0,1.0
9,22,6,0.272727,0.0371901,0.545455,8,0.662153,2.42789,1,1.0,1.0
85,597,227,0.380235,0.0722891,0.760469,185,0.784038,2.06199,1,24.0,21.0
355,4787,593,0.123877,0.00767278,0.247754,2097,1.60515,12.9576,1,34.0,23.0
72,174,28,0.16092,0.0129475,0.321839,73,0.452518,2.81208,1,1.0,1.0
127,616,206,0.334416,0.0559169,0.668831,205,0.578644,1.73031,1,6.0,5.0
131,709,295,0.416079,0.0865609,0.832158,207,0.554314,1.33223,1,841.0,2.0
56,183,43,0.234973,0.0276061,0.469945,70,0.552498,2.35133,1,63.0,5.0
2,6,4,0.666667,0.222222,1.33333,1,0.642549,0.963823,1,18.0,5.0
576,7427,3871,0.521206,0.135828,1.04241,1778,0.797457,1.53002,1,136.0,7.0
247,1721,533,0.309704,0.0479582,0.619407,594,0.743208,2.39974,1,55.0,8.0
370,1988,412,0.207243,0.0214749,0.414487,788,0.645682,3.11557,1,95.0,3.0
48,162,64,0.395062,0.0780369,0.790123,49,0.462017,1.16948,1,5.0,4.0
2,2,0,0.0,0.0,0.0,773,0.722522,1.59519,1,1.0,1.0
1997,42403,12207,0.287881,0.0414376,0.575761,15098,1.63382,5.67535,1,26.0,19.0
92,422,188,0.445498,0.0992341,0.890995,117,0.484414,1.08736,1,36.0,26.0
237,1213,335,0.276175,0.0381363,0.55235,439,0.60065,2.17489,1,441.0,5.0
235,1299,451,0.34719,0.0602705,0.69438,424,0.579474,1.66904,1,345.0,2.0
2,2,0,0.0,0.0,0.0,88,0.498815,1.32704,1,669.0,4.0
254,1251,189,0.151079,0.0114125,0.302158,531,0.674969,4.46765,1,433.0,2.0
56,327,15,0.0458716,0.0010521,0.0917431,156,1.10784,24.1509,1,314.0,3.0
24,84,38,0.452381,0.102324,0.904762,23,0.498022,1.10089,1,92.0,10.0
185,1430,556,0.388811,0.0755871,0.777622,437,0.748625,1.92542,1,30.0,13.0
5,8,0,0.0,0.0,0.0,92,0.527911,0.911846,1,199.0,1.0
62,288,128,0.444444,0.0987654,0.888889,80,0.524651,1.18046,1,431.0,2.0
189,2204,722,0.327586,0.0536564,0.655172,741,1.17272,3.57987,1,59.0,5.0
10,27,1,0.037037,0.000685871,0.0740741,13,0.908225,24.5221,1,88.0,3.0
12,44,22,0.5,0.125,1.0,11,0.557769,1.11554,1,31.0,16.0
386,2440,742,0.304098,0.0462379,0.608197,849,0.649315,2.13521,1,1.0,1.0
426,4921,1987,0.40378,0.081519,0.807559,1467,0.932723,2.30998,1,2.0,1.0
211,1725,467,0.270725,0.0366459,0.541449,629,0.920988,3.40193,1,1.0,1.0
149,817,359,0.439412,0.0965417,0.878825,229,0.527746,1.20103,1,80.0,6.0
264,1290,374,0.289922,0.0420275,0.579845,458,0.557723,1.9237,1,70.0,7.0
102,804,428,0.532338,0.141692,1.06468,188,0.634415,1.19175,1,55.0,15.0
137,535,143,0.26729,0.0357219,0.534579,196,0.524366,1.96179,1,591.0,1.0
136,902,366,0.405765,0.0823226,0.81153,268,0.666819,1.64336,1,48.0,8.0
74,333,159,0.477477,0.113992,0.954955,87,0.466086,0.976142,1,1.0,1.0
435,3160,994,0.314557,0.049473,0.629114,1083,0.711394,2.26157,1,221.0,5.0
60,147,27,0.183673,0.016868,0.367347,60,0.4614,2.51207,1,48.0,11.0
152,781,117,0.149808,0.0112212,0.299616,332,0.75509,5.04038,1,123.0,7.0
6,16,4,0.25,0.03125,0.5,6,0.830482,3.32193,1,2.0,1.0
50,162,56,0.345679,0.059747,0.691358,53,0.479743,1.38783,1,1.0,1.0
682,5512,1814,0.3291,0.0541535,0.6582,1849,0.724651,2.20192,1,4.0,2.0
2,2,0,0.0,0.0,0.0,55,0.545182,1.84888,1,1.0,1.0
127,506,70,0.13834,0.00956897,0.27668,218,0.634778,4.58854,1,98.0,6.0
50,235,125,0.531915,0.141467,1.06383,55,0.463926,0.872181,1,1.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,1.0,1.0
197,1160,454,0.391379,0.0765889,0.782759,353,0.584729,1.49402,1,25.0,5.0
6,15,5,0.333333,0.0555556,0.666667,5,0.708562,2.12569,1,385.0,2.0
105,629,199,0.316375,0.0500466,0.63275,215,0.731645,2.31259,1,1.0,1.0
231,1524,390,0.255906,0.0327438,0.511811,567,0.771146,3.0134,1,158.0,2.0
169,947,345,0.364308,0.0663603,0.728617,301,0.598406,1.64258,1,702.0,1.0
117,678,278,0.410029,0.0840621,0.820059,200,0.603767,1.4725,1,18.0,15.0
2,2,0,0.0,0.0,0.0,62,0.446109,0.888649,1,133.0,6.0
3,4,0,0.0,0.0,0.0,314,0.772209,2.16174,1,273.0,3.0
6,27,13,0.481481,0.115912,0.962963,7,0.815073,1.69284,1,69.0,6.0
574,6556,2384,0.363636,0.0661157,0.727273,2086,0.952185,2.61851,1,10.0,1.0
51,229,99,0.432314,0.0934479,0.864629,65,0.540084,1.24929,1,75.0,8.0
72,441,165,0.37415,0.069994,0.748299,138,0.724792,1.93717,1,104.0,9.0
839,10001,2941,0.294071,0.0432388,0.588141,3530,1.05184,3.57681,1,45.0,7.0
77,341,87,0.255132,0.0325462,0.510264,127,0.651208,2.55244,1,154.0,5.0
2,2,0,0.0,0.0,0.0,37,0.476054,1.42816,1,143.0,4.0
83,382,84,0.219895,0.024177,0.439791,149,0.69525,3.16173,1,89.0,13.0
1647,44536,17562,0.394333,0.0777491,0.788665,13487,1.76153,4.46711,2,38.0,2.0
60,355,177,0.498592,0.124297,0.997183,89,0.581647,1.16658,1,8.0,1.0
59,217,101,0.465438,0.108316,0.930876,58,0.420744,0.903974,1,474.0,2.0
118,593,281,0.473862,0.112272,0.947723,156,0.476743,1.00608,1,14.0,10.0
62,228,92,0.403509,0.0814097,0.807018,68,0.465142,1.15274,1,5.0,1.0
10,24,6,0.25,0.03125,0.5,9,0.652074,2.6083,1,380.0,2.0
134,752,340,0.452128,0.10221,0.904255,206,0.534491,1.18217,1,9.0,1.0
294,1350,214,0.158519,0.0125641,0.317037,568,0.617178,3.89341,1,254.0,3.0
9,22,4,0.181818,0.0165289,0.363636,9,0.744922,4.09707,1,1.0,1.0
47,181,81,0.447514,0.100134,0.895028,50,0.471205,1.05294,1,33.0,17.0
116,1014,542,0.534517,0.142854,1.06903,236,0.676799,1.26619,1,210.0,3.0
28,95,35,0.368421,0.067867,0.736842,30,0.541748,1.47046,1,1.0,1.0
3,10,6,0.6,0.18,1.2,2,0.666667,1.11111,1,37.0,25.0
57,298,124,0.416107,0.0865727,0.832215,87,0.616889,1.48252,1,141.0,9.0
26,79,27,0.341772,0.0584041,0.683544,26,0.526974,1.54189,1,41.0,8.0
10,20,2,0.1,0.005,0.2,9,0.69176,6.9176,1,28.0,26.0
3,4,0,0.0,0.0,0.0,339,0.836861,1.64396,1,79.0,8.0
83,352,166,0.471591,0.111199,0.943182,93,0.440001,0.933015,1,105.0,5.0
2,2,0,0.0,0.0,0.0,297,0.616184,1.94714,1,207.0,3.0
98,448,200,0.446429,0.0996492,0.892857,124,0.477244,1.06903,1,4.0,1.0
54,271,113,0.416974,0.0869337,0.833948,79,0.601308,1.44207,1,3.0,1.0
3,4,0,0.0,0.0,0.0,124,0.612186,1.20991,1,34.0,17.0
3,4,0,0.0,0.0,0.0,1718,1.12401,5.74929,1,482.0,2.0
168,1153,559,0.484822,0.117526,0.969644,297,0.577386,1.19092,1,77.0,12.0
43,203,99,0.487685,0.118918,0.975369,52,0.524076,1.07462,1,16.0,11.0
172,913,223,0.24425,0.029829,0.488499,345,0.677532,2.77393,1,1.0,1.0
26,111,53,0.477477,0.113992,0.954955,29,0.545334,1.14212,1,165.0,4.0
3,4,0,0.0,0.0,0.0,581,0.697247,1.70496,1,82.0,3.0
5,9,1,0.111111,0.00617284,0.222222,4,0.838361,7.54525,1,2.0,1.0
29,88,32,0.363636,0.0661157,0.727273,28,0.496542,1.36549,1,59.0,7.0
617,8149,3429,0.420788,0.0885312,0.841576,2360,0.977974,2.32415,1,18.0,7.0
272,2319,811,0.34972,0.0611519,0.699439,754,0.823718,2.35537,1,50.0,14.0
3,4,0,0.0,0.0,0.0,36,0.508601,0.813762,1,40.0,25.0
211,895,163,0.182123,0.0165844,0.364246,366,0.587636,3.22659,1,181.0,5.0
184,1182,250,0.211506,0.0223674,0.423012,466,0.824251,3.89706,1,18.0,1.0
2,2,0,0.0,0.0,0.0,1743,0.938581,3.22024,1,1.0,1.0
113,610,128,0.209836,0.0220156,0.419672,241,0.765706,3.64907,1,29.0,19.0
75,433,217,0.501155,0.125578,1.00231,108,0.546181,1.08985,1,1.0,1.0
35,149,73,0.489933,0.120017,0.979866,38,0.499596,1.01972,1,62.0,7.0
82,304,100,0.328947,0.0541032,0.657895,102,0.500993,1.52302,1,36.0,13.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,57.0,2.0
31,118,58,0.491525,0.120799,0.983051,30,0.467084,0.950273,1,28.0,14.0
5,8,0,0.0,0.0,0.0,337,0.623299,1.38024,1,133.0,8.0
77,358,178,0.497207,0.123607,0.994413,90,0.457668,0.920479,1,2.0,1.0
221,2280,934,0.409649,0.0839062,0.819298,673,0.906881,2.2138,1,90.0,7.0
149,804,406,0.504975,0.1275,1.00995,199,0.459708,0.910358,1,203.0,5.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,373.0,2.0
58,210,74,0.352381,0.0620862,0.704762,68,0.504868,1.43273,1,167.0,4.0
34,136,58,0.426471,0.0909386,0.852941,39,0.537632,1.26065,1,30.0,23.0
387,4776,2152,0.450586,0.101514,0.901173,1312,0.921479,2.04507,1,118.0,4.0
4,11,5,0.454545,0.103306,0.909091,3,0.720189,1.58442,1,78.0,2.0
58,223,97,0.434978,0.0946027,0.869955,63,0.462549,1.06339,1,747.0,3.0
6,11,1,0.0909091,0.00413223,0.181818,5,0.80021,8.80232,1,66.0,11.0
94,493,237,0.48073,0.115551,0.96146,128,0.505674,1.05189,1,2.0,1.0
3,4,0,0.0,0.0,0.0,236,0.640766,2.08786,1,3.0,1.0
104,480,192,0.4,0.08,0.8,144,0.516408,1.29102,1,1047.0,1.0
170,641,151,0.235569,0.0277465,0.471139,245,0.513448,2.17961,1,40.0,5.0
219,1124,370,0.329181,0.0541802,0.658363,377,0.564272,1.71417,1,27.0,15.0
53,217,103,0.474654,0.112648,0.949309,57,0.4603,0.969758,1,1.0,1.0
59,255,123,0.482353,0.116332,0.964706,66,0.464835,0.963682,1,1223.0,1.0
52,173,65,0.375723,0.0705837,0.751445,54,0.464004,1.23496,1,169.0,4.0
146,792,210,0.265152,0.0351527,0.530303,291,0.687596,2.59322,1,50.0,6.0
69,281,93,0.330961,0.0547675,0.661922,94,0.556342,1.68099,1,18.0,8.0
47,122,24,0.196721,0.0193496,0.393443,49,0.4997,2.54014,1,3.0,2.0
38,145,49,0.337931,0.0570987,0.675862,48,0.584425,1.72942,1,358.0,2.0
3,4,0,0.0,0.0,0.0,1436,1.40128,5.16246,1,1.0,1.0
120,657,291,0.442922,0.0980901,0.885845,183,0.541247,1.22199,1,1.0,1.0
233,1551,459,0.295938,0.0437897,0.591876,546,0.734451,2.48177,1,160.0,4.0
5,15,3,0.2,0.02,0.4,6,1.02033,5.10164,1,7.0,2.0
590,6710,2072,0.308793,0.0476765,0.617586,2319,1.02712,3.32625,1,89.0,7.0
234,2581,679,0.263076,0.0346046,0.526153,951,1.19119,4.52794,1,1.0,1.0
2,5,3,0.6,0.18,1.2,1,0.715338,1.19223,1,1.0,1.0
85,337,55,0.163205,0.0133179,0.326409,141,0.656276,4.02118,1,54.0,6.0
593,6555,1483,0.22624,0.0255922,0.452479,2536,1.12052,4.95282,1,44.0,11.0
30,103,41,0.398058,0.0792252,0.796117,31,0.513372,1.28969,1,29.0,28.0
19,48,10,0.208333,0.0217014,0.416667,19,0.594799,2.85503,1,209.0,1.0
86,408,154,0.377451,0.0712346,0.754902,127,0.565659,1.49863,1,443.0,2.0
225,2004,832,0.41517,0.0861829,0.830339,586,0.788772,1.89988,1,29.0,26.0
2,2,0,0.0,0.0,0.0,546,1.3495,8.60886,1,17.0,14.0
233,2006,708,0.352941,0.0622837,0.705882,649,0.843467,2.38982,1,2.0,1.0
47,231,133,0.575758,0.165748,1.15152,49,0.441085,0.766095,1,48.0,13.0
29,108,42,0.388889,0.0756173,0.777778,33,0.559613,1.43901,1,323.0,2.0
390,4500,1628,0.361778,0.0654416,0.723556,1436,1.00789,2.78595,1,3.0,1.0
187,960,368,0.383333,0.0734722,0.766667,296,0.530766,1.38461,1,37.0,26.0
67,334,126,0.377246,0.0711571,0.754491,104,0.615053,1.63038,1,36.0,6.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,11.0,3.0
33,147,53,0.360544,0.0649961,0.721088,47,0.657145,1.82265,1,319.0,2.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,162.0,1.0
8,16,2,0.125,0.0078125,0.25,7,0.726672,5.81337,1,1.0,1.0
383,5283,2885,0.546091,0.149108,1.09218,1199,0.840894,1.53984,1,26.0,17.0
60,197,77,0.390863,0.0763869,0.781726,60,0.435831,1.11505,1,14.0,13.0
10,31,13,0.419355,0.0879292,0.83871,9,0.603475,1.43906,1,28.0,5.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,21.0,20.0
115,648,284,0.438272,0.096041,0.876543,182,0.56289,1.28434,1,32.0,5.0
101,430,176,0.409302,0.0837642,0.818605,127,0.477479,1.16657,1,110.0,5.0
18,67,31,0.462687,0.107039,0.925373,18,0.547623,1.18357,1,5.0,1.0
142,707,135,0.190948,0.0182305,0.381895,286,0.70684,3.70175,1,173.0,6.0
55,217,81,0.373272,0.069666,0.746544,68,0.529161,1.41763,1,335.0,2.0
63,336,184,0.547619,0.149943,1.09524,76,0.477509,0.871973,1,452.0,3.0
313,2715,1057,0.389319,0.0757845,0.778637,829,0.771328,1.98123,1,4.0,1.0
332,3609,1595,0.441951,0.0976602,0.883901,1007,0.852629,1.92924,1,134.0,10.0
60,344,184,0.534884,0.14305,1.06977,80,0.525647,0.982731,1,301.0,1.0
42,149,55,0.369128,0.0681276,0.738255,47,0.514934,1.395,1,274.0,5.0
15,37,7,0.189189,0.0178963,0.378378,15,0.637673,3.37056,1,35.0,13.0
83,404,196,0.485149,0.117685,0.970297,104,0.480748,0.990929,1,332.0,2.0
533,4945,2097,0.424065,0.0899154,0.848129,1424,0.723213,1.70543,1,1.0,1.0
149,995,439,0.441206,0.0973314,0.882412,278,0.622376,1.41062,1,485.0,3.0
102,647,297,0.459042,0.10536,0.918083,175,0.610368,1.32966,1,181.0,4.0
199,751,177,0.235686,0.0277739,0.471372,287,0.501527,2.12795,1,2.0,1.0
280,1759,693,0.393974,0.0776077,0.787948,533,0.586569,1.48885,1,420.0,4.0
330,2167,461,0.212737,0.0226284,0.425473,853,0.774867,3.64238,1,6.0,1.0
152,835,187,0.223952,0.0250773,0.447904,324,0.729571,3.25771,1,1.0,1.0
72,278,116,0.417266,0.0870555,0.834532,81,0.460303,1.10314,1,192.0,1.0
644,4910,1380,0.281059,0.0394971,0.562118,1765,0.742515,2.64185,1,109.0,3.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,361.0,7.0
50,160,56,0.35,0.06125,0.7,52,0.471844,1.34812,1,46.0,6.0
2,2,0,0.0,0.0,0.0,171,0.654762,1.39871,1,297.0,2.0
3,4,0,0.0,0.0,0.0,649,0.873458,2.83496,1,183.0,2.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,62.0,11.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,1.0,1.0
61,242,84,0.347107,0.0602418,0.694215,79,0.543281,1.56517,1,136.0,2.0
161,832,258,0.310096,0.0480798,0.620192,287,0.610457,1.9686,1,7.0,1.0
39,135,51,0.377778,0.071358,0.755556,42,0.505518,1.33814,1,282.0,4.0
435,3818,1500,0.392876,0.0771757,0.785752,1159,0.743855,1.89336,1,20.0,5.0
44,182,56,0.307692,0.0473373,0.615385,63,0.633528,2.05897,1,2.0,1.0
26,65,13,0.2,0.02,0.4,26,0.551598,2.75799,1,246.0,3.0
115,558,258,0.462366,0.106891,0.924731,150,0.47489,1.02709,1,41.0,9.0
143,1086,536,0.493554,0.121798,0.987109,275,0.63346,1.28347,1,1.0,1.0
230,1437,407,0.283229,0.0401093,0.566458,515,0.709156,2.50383,1,33.0,13.0
3,4,0,0.0,0.0,0.0,612,1.02359,3.29328,1,47.0,17.0
137,512,128,0.25,0.03125,0.5,192,0.517283,2.06913,1,627.0,1.0
2,2,0,0.0,0.0,0.0,1118,0.86911,2.23477,1,22.0,3.0
214,1196,316,0.264214,0.0349045,0.528428,440,0.668049,2.52844,1,110.0,6.0
33,130,50,0.384615,0.0739645,0.769231,40,0.573393,1.49082,1,1.0,1.0
333,2646,944,0.356765,0.0636406,0.71353,851,0.746673,2.0929,1,93.0,5.0
324,2526,556,0.220111,0.0242244,0.440222,985,0.893514,4.05938,1,114.0,3.0
2,2,0,0.0,0.0,0.0,45,0.454823,1.05679,1,578.0,2.0
55,246,122,0.495935,0.122976,0.99187,62,0.471478,0.950685,1,5.0,2.0
23,74,26,0.351351,0.0617239,0.702703,24,0.558239,1.58883,1,134.0,5.0
3,4,0,0.0,0.0,0.0,202,0.593394,1.71889,1,4.0,1.0
25,72,16,0.222222,0.0246914,0.444444,28,0.603015,2.71357,1,241.0,6.0
704,11271,5965,0.529234,0.140044,1.05847,2653,0.930035,1.75732,1,7.0,1.0
2,2,0,0.0,0.0,0.0,61,0.443405,1.37609,1,117.0,8.0
7,13,1,0.0769231,0.00295858,0.153846,6,0.769467,10.0031,1,743.0,2.0
25,81,33,0.407407,0.0829904,0.814815,24,0.503017,1.23468,1,2.0,1.0
519,6635,2785,0.419744,0.0880924,0.839488,1925,0.970489,2.3121,1,72.0,8.0
8,41,27,0.658537,0.216835,1.31707,7,0.54254,0.823857,1,194.0,5.0
4,12,6,0.5,0.125,1.0,3,0.694971,1.38994,1,1.0,1.0
15,41,13,0.317073,0.0502677,0.634146,14,0.578709,1.82516,1,28.0,18.0
79,377,109,0.289125,0.0417965,0.578249,134,0.658376,2.27714,1,2.0,1.0
151,819,265,0.323565,0.0523473,0.647131,277,0.62968,1.94607,1,153.0,6.0
232,2249,931,0.413962,0.0856822,0.827924,659,0.847412,2.04708,1,60.0,7.0
408,4429,2051,0.463084,0.107223,0.926168,1189,0.799224,1.72587,1,112.0,3.0
3,4,0,0.0,0.0,0.0,32,0.459698,0.722383,1,70.0,7.0
5,8,0,0.0,0.0,0.0,129,0.560149,1.48655,1,2.0,1.0
369,2410,618,0.256432,0.0328786,0.512863,896,0.717969,2.79985,1,28.0,23.0
7,18,6,0.333333,0.0555556,0.666667,6,0.682834,2.0485,1,66.0,3.0
3,4,0,0.0,0.0,0.0,223,0.603454,1.68002,1,144.0,4.0
2,2,0,0.0,0.0,0.0,52,0.483887,1.45166,1,1.0,1.0
40,128,44,0.34375,0.059082,0.6875,42,0.498289,1.44957,1,25.0,19.0
2,2,0,0.0,0.0,0.0,62,0.537049,2.12262,1,2.0,1.0
286,2154,736,0.34169,0.058376,0.68338,709,0.743726,2.17661,1,2.0,1.0
3,4,0,0.0,0.0,0.0,2469,1.02089,3.59029,1,759.0,1.0
4,6,0,0.0,0.0,0.0,4,0.8,4.0,1,178.0,6.0
67,252,84,0.333333,0.0555556,0.666667,84,0.522083,1.56625,1,77.0,7.0
110,346,84,0.242775,0.0294697,0.485549,131,0.469032,1.93197,1,251.0,3.0
